airline_sentiment,text
negative,@USAirways going to miss my connection because my flight home has been delayed and now no gate agent to get us off the plane-so frustrated
negative,@USAirways never flying you guys again. your customer service is awful
negative,@USAirways telling a man theres NO FLIGHTS for the next 10 hrs!!! NO standby! NOTHING! NO OPTIONS! trying to get to sick child! #FireVan!
negative,@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!
negative,@USAirways UR employee named VAN @ ticket counter in #Philadelphia. EXTREMELY RUDE! a Father trying to get home to sick kid missed flight.
negative,@USAirways i did and i'm not stupid. i've done web development for 19 yrs. the issue (now confirmed by your support) is YOUR website.
negative,@USAirways and no offers to provide us with a hotel or anything for a flight that is over 19 hours away!
negative,@USAirways now you just hang up on me. I’m starting to think this is personal!
positive,"@USAirways Painless and effortless flight from Indy to PHL... Our flight attendant, Tory, was fantastic. Give that lady a raise ASAP!"
negative,@USAirways in 140 characters? Yea right.   Thanks for patronizing.
negative,"@USAirways 30 min delay for mechanics to replace rivets. 30 mins Late Flightr, turns out mechanics had wrong size rivets. 35 more mins. Pathetic"
negative,@USAirways would love it if you could get my wife home sometime soon - she has been stuck in Orlando and now stuck in philly for too long
negative,@USAirways churn rate increasing by the second
negative,@USAirways I've been on hold at the reservations desk for 3 hours. HELP!!!!
negative,@USAirways your service in Philly is unacceptable. Look into better service✌️ a 16 yr old shouldnt have a hard time http://t.co/WDAKTmr7Mj
negative,"@USAirways Its not just PHL, at BTV today made to deplane because ""it's Sunday and we don't know if maintenance will be available"""
negative,@USAirways are there such things as non-delayed flights or na? Get your shit together and get me out of here
negative,"@USAirways After today,no reason 4 anyone to not approve merger with @AmericanAir,other airlines have no reason to fear losing business to U"
neutral,@USAirways Look into better service.
negative,"@USAirways your customer service in Philly is deplorable, rude &amp; unprofessional gate agents after delays &amp; Cancelled Flightations #takingthistothetop"
neutral,@USAirways flights to Dfw Cancelled Flightled today?
negative,@USAirways should look into better service✌️
negative,@USAirways your mobile app is horrible!  Needs a major overhaul
negative,@USAirways you should get better employees✌️
negative,"@USAirways stuck on Tarmac for 30 mins at PHL waiting for someone to load baggage,ridiculous http://t.co/BRCsjBxG2s"
negative,@USAirways next time you promise an ontime departure you should stick to it instead of stuffing us in this sweat box with no air
negative,@USAirways @MrRenevendez I've been trying to contact them for 24 hours already! Yesterday I waited 7 hours today 5+! http://t.co/gn30p75KqB
negative,"@USAirways Yes, there is horrible snow. But seriously, can you not hire more people to answer the phones? Competitor have call back numbers."
neutral,@USAirways what's your pet policy?
negative,@USAirways final count 3 hours 24 minutes on hold to be told I need to log in to U.S. Airways website and there was nothing else to be done
neutral,@USAirways come scoop
negative,@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!
negative,@USAirways @ClaudOakeshott how about a link that works pls Nothing but complete frustration w usair last 12 hrs
negative,@USAirways That link doesn't work on mobile.
neutral,@USAirways @USAirways I used my AAdvantage Number connected to the USAirways when I booked tickets for friends. Will it benefit my account?
negative,@USAirways quit being cheap and hire some call center employees. It shouldn't take half a day to call you
negative,@usairways Cancelled Flighted and rescheduled. said I'd have to pay $75 for earlier flight at next gate. Today @delta proactively offered same for $0
negative,@USAirways @corybronze  INCONVENIENCE? Are you people freaking nuts? This guy has TWO KIDS WITH HIM and you STRAND him in an airport! #FAIL
negative,@USAirways on delayed flight from Phil to stt and looks like we'll miss the car ferry to at john where our lodging is. Help with housing?
negative,@USAirways @TheHaileyTate Another blatant lie from @USAirways
negative,@USAirways Round Two of being THE worst airline ever.
negative,@USAirways I have been trying to get through to a representative for 7 hours aboout my Cancelled Flightled flight. Have you simply given up?
negative,@USAirways @JosephTReis Can't believe advice to call customer service. I was on hold for 3 hrs this morning and finally gave up.
negative,@USAirways pretty upset I drove from Philly to MHtT still no info on my bags. What's the deal!
negative,@USAirways is the @comcast of airlines #2hrs35minOnHold
negative,@USAirways No thank you. @AmericanAir was responsive &amp; I found alternate travel home.
negative,@USAirways luggage and contents destroyed both on outbound trip last week&amp;inbound lastnight in philadelphia #Careless
negative,@USAirways all these planes sitting here and no one going home. #usairwaysfail http://t.co/jN3V3k3qGv
negative,@USAirways @JosephTReis Dont bother. They dont pick up the phone. Worst customer service going
negative,"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay..."
negative,@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude
negative,"@USAirways , I am embarrassed for us air and their inability to manage during weather delays.handling of # 4435 is an example"
negative,@USAirways are the bags off Flight 1898 CLT to JFK? We landed last night just before midnight.
negative,@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.
negative,@USAirways 45 minutes and moved two feet in BZE. 👎 http://t.co/AwGjkjIIac
negative,@USAirways on hold 2 hours 54 minutes. What's going on?
negative,@USAirways NOW they're not even accepting calls AT ALL! Come on.
negative,@USAirways WORST customer service ever!!!
negative,@USAirways Three hour delay from Miami to London.  None of the other flights today are delayed. Put me on another flight!
negative,@USAirways there is no extreme weather in Miami. Pick up the phone. Hire more people.
negative,@USAirways over 2 hours and 14 minutes on hold and counting. Thanks for the help! #customerservice #brutal http://t.co/VsKXyAmnom
negative,@USAirways Uh yeah. Flight boarded &amp; now 1 hr Late Flightr we still sit. Update on 4435 to DCA?
negative,"@USAirways can you get me home to Syracuse? After 6 Cancelled Flightled flights, one re routing three of us are sitting in Charlotte"
negative,@USAirways @British_Airways three hour flight delay. On the phone for 45min and counting.
negative,@USAirways just informed of three hour delay. Pick up the phone and get me on another flight!
negative,@USAirways needs to hire more people http://t.co/3LPVFhKy2F
negative,@USAirways if I try and call your reservations line will someone answer the phone now or will I be on hold for an hour again?
neutral,@USAirways My hubby has a 5hr layover in DFW fm the cxl'd flt. Pls help get him home sooner if you can! Any room on S/by 2 BWI or PHL today?
negative,@USairways E190 lands without nose gear in Houston - @Flightglobal http://t.co/Yf9NhMwyFF
